act,count
A CHILD MARRIAGE RESTRAINT ACT,10
(r) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,10
"(V),3(1)(w)(i)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",10
"(e),4(2) (h),5(1) IPC 1860",10
"(n),366,363 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",10
BANGALORE DEVELOPMENT AUTHORITY ACT,10
"(b) EPIDEMIC DISEASES ACT, 1897",10
[1A] IPC 1860,10
"(A),11(1) (D),11(1) (E) INDIAN MOTOR VEHICLES ACT, 1988",10
"(5a) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",10
PREVENTION OF MONEY LAUNDERING ACT-2002,10
(a)(vi) IPC 1860,10
Prohibition of Smoking in Public Places Rules - 2008,10
(g) IPC 1860,10
"(b)(c) 4 (1)(a) ESSENTIAL COMMODITIES ACT, 1955",10
"(r)(s),3(1) (W) (I) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",10
"(j) The Prohibition of Employment as Manual Scavengers and their Rehabilitation Act, 2013",10
(a) (b) IPC 1860,10
"(f),3(1)(r),3(1)(s) IPC 1860",10
"(n),363 Prohibition of Child Marriage Act 2006",10
"(1) (2) PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",10
IV(B) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,10
"IV(B),31R(13) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994",10
"KARNATAKA ANCIENT MONUMENTS & ARCH. SITES AND REMAINS ACT, 1961",10
(i) IPC 1860,9
(w)(1) The SC & ST (Prevention of Atrocities) Amendment Act 2015,9
"(w),3(2)(v-a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",9
THE WAKF ACT 1995,9
Karnataka SC/ST & Other B .C. [ Reservation Of Appointment ACT] -1990,9
"(va),3(1)(s) IPC 1860",9
"(va) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",9
(W) (I) The SC & ST (Prevention of Atrocities) Amendment Act 2015,9
The Water(Prevention and control of Pollution ) Act 1974,9
"(n) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",9
"PUBLIC GAMBLING ACT, 1867",9
"A,376(2) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",9
"(2)(v),3(1)(w)(i) IPC 1860",9
"(w)(i),3 (2)(v) IPC 1860",9
"(r),3(1)(s),2(v) IPC 1860",9
The Right of Children to Free and Compulsory Education Act 2009,9
"INDIAN WIRELESS TELEGRAPHY ACT, 1933",9
"(A),11(1) (D) Transportation of Animal Act 1978",9
"(r),3(1)(s),3(1)(w)(i) IPC 1860",9
"(10),3(1)(s),3(1)(r) IPC 1860",9
(L) IPC 1860,9
"(b) REGISTRATION OF FOREIGNERS ACT, 1939",9
"(2)(iv) INDIAN MOTOR VEHICLES ACT, 1988",9
"(a) NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",9
"(V),3(1)(w) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",9
A IPC 1860,9
"(n),376(2)(J) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",9
"Motor Spirit and High Speed Diesel (Regulation of Supply, Distribution and Prevention of Malpractices) Order, 2005",9
(11) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,9
(x) The SC & ST (Prevention of Atrocities) Amendment Act 2015,9
"(B)(1) NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",9
(w)(i) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,9
(i)(n) The SC & ST (Prevention of Atrocities) Amendment Act 2015,9
"(a),32,34 IPC 1860",9
"UNLAWFUL ACTIVITIES (PREVENTION) ACT,1967",9
"(va),3 (1) (w) (ii) IPC 1860",9
(i)(n) Prohibition of Child Marriage Act 2006,9
"(1A),21(1),21(2),21(3),21(4),21(5) IPC 1860",9
"(n),376(2)(I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",8
"THE SEEDS (CONTROL) ORDER, 1983",8
Karnataka Private Medical Practioner Establishment Rule,8
"Pre-conception and Prenatal Diagnostic Techniques (Prohibition of Sex Selection) Act, 1994",8
"(4) THE DISASTER MANAGEMENT ACT, 2005",8
"(r),3(1)(s),3(2)(va) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",8
"(r),3(1)(s),3(1)(w)(i),3(2)(va) IPC 1860",8
"INDIAN EVIDENCE ACT, 1872",8
Indian Officers Secret ACT 1923,8
(1B) (a) IPC 1860,8
"(i)(n),363 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",8
(a) (b) KARNATAKA OPEN PLACE DISFIGUREMENT ACT 1951 & 1981,8
"The petroleum and natural gas regulatory board act, 2006",8
The State Emblem of India (Prohibition of Improper Use) act 2005,8
"(L),11(1) (A) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964",8
"OFFICIAL SECRETS ACT, 1923",8
"(s),3(1)(r) DOWRY PROHIBITION ACT, 1961",8
"II NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",8
"(A),11(D) INDIAN MOTOR VEHICLES ACT, 1988",8
(3) IPC 1860,8
"(r),3(1)(s),3(2)(5) IPC 1860",8
(I)(r)(w) IPC 1860,8
"(s),3(1)(w) IPC 1860",8
"(f),376(3) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",8
"(va),3(1)(w)(i) IPC 1860",8
Karnataka Transparency in public procurements act 1999 rules 2000,8
"(r)(s)(2)(va),3(1)(w)(i) IPC 1860",8
"(I),376(2)(J) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",8
"(s),3(2)(va),3(1)(r) IPC 1860",8
"(r)(s),3(2)(5a) The SC & ST (Prevention of Atrocities) Amendment Act 2015",8
(n) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,8
"(10),2(v) IPC 1860",8
"(J),376(2)(n),376(3) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",8
"(h) BONDED LABOUR SYSTEM (ABOLITION) ACT, 1976",8
"(iii),4(x) IPC 1860",8
(t) IPC 1860,7
"(r)(s)(2)(va) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",7
"(v-a),3(1)(w) IPC 1860",7
"(w)(i)(ii),3(2)(v-a) IPC 1860",7
"(r),3(1)(s),3(1)(v) IPC 1860",7
"INSECTICIDES ACT, 1968",7
"(s) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",7
"(1),11(iv),12 IPC 1860",7
"(r),3(1)(s),3(2)(v-a),3(1)(w)(i) IPC 1860",7
"(r),3(1) (s) The SC & ST (Prevention of Atrocities) Amendment Act 2015",7
KARNATAKA ESSENTIAL COMMODITIES LICENSING ORDER 1986,7
(h) IPC 1860,7
(T) IPC 1860,7
"(i)(n),376(3) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",7
"/181 MOTOR VEHICLE (TAX) ACT, 1958",7
"(i)(n),34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",7
(v) IPC 1860,7
"AIRCRAFT ACT, 1934",7
"THE WILD LIFE (PROTECTION) ACT, 1972",7
"(a), (b), IPC 1860",7
"(g),3(1)(r),3(1)(s) IPC 1860",7
"THE KARNATAKA OWNERSHIP FLATS (REGULATION OF THE PROMOTION OF CONSTRUCTION, SALE, MANAGEMENT AND TRANSFER) ACT, 1972",7
"(II),5(L) IPC 1860",7
"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2014",7
karnataka State Public Records Act-2010,7
"(r),3(1)(s),3(1)(w) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",7
(c) LOTTERY REGULATION ACT 1998,7
(II) CHILD MARRIAGE RESTRAINT ACT,7
"(r)(s)(2)(va),3(2)(va) IPC 1860",7
"(s),3(1)(r) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",7
"(r) (s),3(1)(w)(i),3(2)(va) IPC 1860",7
(1) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,7
(L) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,7
KARNATAKA MOTOR VEHICLES TAXATION ACT 1957,7
"IV(B),31R(13) INDIAN MOTOR VEHICLES ACT, 1988",7
"(A),4(1) INDIAN MOTOR VEHICLES ACT, 1988",7
"(e),5(1) IPC 1860",7
"(a),4(1)(A) ESSENTIAL COMMODITIES ACT, 1955",7
"(A),11(D) IPC 1860",7
(i) KARNATAKA ESSENTIAL COMMODITIES (PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 2016,7
(w)(1) IPC 1860,6
(10)(11) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,6
(2) INFORMATION TECHNOLOGY ACT 2008,6
"(s),3(2)(v-a),3(1)(r) IPC 1860",6
KARNATAKA DEVADASIS (PROHBN.- OF DEDICATION) ACT 1982,6
"(v-a),3(1)(w)(i)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6
"(n),109 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6
(B) INFORMATION TECHNOLOGY ACT 2008,6
"(r),3(1)(s) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6
"(i),8 KARNATAKA ESSENTIAL COMMODITIES (PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 2016",6
(2)(3) IPC 1860,6
(V) Prohibition of Child Marriage Act 2006,6
"(V),3(2)(v-a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6
(i)(n) CHILD MARRIAGE RESTRAINT ACT,6
"(V),3(1)(w)(i) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6
"(D) KARNATAKA POLICE ACT, 1963",6
"(v-a),3(1)(r) IPC 1860",6
(h) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,6
"A,376,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6
"(r) (s),3 (2)(v) IPC 1860",6
"CATTLE TRESPASS ACT, 1871",6
"(n),506,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6
"(B) NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",6
"(1),12 IPC 1860",6
"THE KARNATAKA LAKE CONSERVATION AND DEVELOPMENT AUTHORITY ACT, 2014",6
THE AIRCRAFT RULES 1937,6
"(x),3(1)(xi) IPC 1860",6
The Transgender Persons (Protection of Rights) Act 2019,6
(3) INFORMATION TECHNOLOGY ACT 2000,6
"(v-a),3(1)(r)(s) IPC 1860",6
"EMIGRATION ACT, 1983",6
"-1(B) (b) PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",6
"-1(B) (b) NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",6
"(a),3(1)(b),3(1)(c),7(1)(a),7(1)(b),4(1)(a),4(1) (b),4(1)(c),4(1)(d),3(2)(3)(4),7(1)(c) IPC 1860",6
"(n),376(3),363 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6
"DOMESTIC VIOLENCE ACT, 2005",6
(a)(vi) KARNATAKA RACE BETTING ACT,6
"(w)(i),3(2)(va) IPC 1860",6
(w)(i)(ii) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,6
"(f),3(1)(g) IPC 1860",6
(xii) IPC 1860,6
"(g) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",6
"(r),3(1) (s),3(1) (W) (I) IPC 1860",6
"(r)(s),3(1)(w)(i) IPC 1860",6
"(w)(i),3(2)(V) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6
(ii) C IPC 1860,6
"(A),3(1)(a)(b)(c) ESSENTIAL COMMODITIES ACT, 1955",6
(12) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,6
(w) The SC & ST (Prevention of Atrocities) Amendment Act 2015,6
"(W) (I),3(1)(r)(s) IPC 1860",6
"B,376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6
"(5),3(1)(10) IPC 1860",6
"(E),11(1) (A),11(1) INDIAN MOTOR VEHICLES ACT, 1988",6
"(s),3(1)(r) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",6
-ii INDIAN ELECTRICITY ACT (AMEND.) 2003,6
"(r)(s)(2)(va),3(1)(w)(i)(ii) IPC 1860",6
(iv) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,6
"(2) INDIAN MOTOR VEHICLES ACT, 1988",6
"(s),3(1)(r),3(2)(va) The SC & ST (Prevention of Atrocities) Amendment Act 2015",6
"(5a),3(1) (W) (I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6
"(A),21(5) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994",6
"(V),3(2)(v-a),3(1)(w) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",6
(V) CHILD MARRIAGE RESTRAINT ACT,6
"(D),11(1) (E) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964",6
IV(B) MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957,6
"(r),3(2)(va) The SC & ST (Prevention of Atrocities) Amendment Act 2015",6
"(II),5(L),6 CHILD MARRIAGE RESTRAINT ACT",6
"(1A),22 INDIAN MOTOR VEHICLES ACT, 1988",6
"(2) THE KARNATAKA EPIDEMIC DISEASES ACT, 2020",6
"(n),354(D) THE PROHIBITION OF CHILD MARRIAGE (KARNATAKA AMENDMENT) ACT, 2016",6
KARNATAKA TOWN AND CITY PLANNING ACT 1961,6
"(A),3 ESSENTIAL COMMODITIES ACT, 1955",6
"(2),32(1) IPC 1860",6
"(s),3(1)(r),3(1)(w),3(2)(va) IPC 1860",5
(5a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,5
"KARNATAKA SHOPS & COMMERCIAL ESTB. ACT, 1961",5
"A,376(2)(I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5
"(r),3(1)(s),3(1)(T) IPC 1860",5
"(r),3(1)(s),0 IPC 1860",5
"A,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5
"(5a),3(1) (W) (I),3(1) (s),3(1) (r) IPC 1860",5
"(r),3(1)(s),3(1)(g) IPC 1860",5
"(5a),3(1) (s),3(1) (r) IPC 1860",5
"(w)(i),3(2)(v-a) IPC 1860",5
"(5),3(1)(12) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5
"(r),3(1) (s),3(2)(v-a),3(2)(V) IPC 1860",5
"(x),3(2)(V) IPC 1860",5
"(II),5(l),6 IPC 1860",5
(1) (q) IPC 1860,5
Karnataka Municipality Act 1964,5
"(w)(2) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",5
(V)(VA) IPC 1860,5
"(r),3(1)(s),3(2)(v-a) The SC & ST (Prevention of Atrocities) Amendment Act 2015",5
"(II),6,17 Prohibition of Child Marriage Act 2006",5
"(va) INDIAN ARMS ACT, 1959",5
SARFAESI ACT 2002,5
INDIAN PASSPORT ACT-1920,5
"(r),3(1) (s) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",5
(A)(vi) IPC 1860,5
"(b) PASSPORTS ACT, 1967",5
"(a)(b)(c) ESSENTIAL COMMODITIES ACT, 1955",5
"-1(B) (b) PREVENTION OF DESTRUCTION AND LOSS OF PROPERTY ACT, 1981",5
"(b),14 REGISTRATION OF FOREIGNERS ACT, 1939",5
"CINEMATOGRAPH ACT,1952",5
(o) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,5
"HINDU MARRIAGE ACT, 1955",5
"(2),354(D)(1) INFORMATION TECHNOLOGY ACT 2000",5
PAWN BROKERS ACT 1961,5
"THE PRIVATE SECURITY AGENCIES (REGULATION) ACT, 2005",5
"(10),3(1)(r) IPC 1860",5
(A) KARNATAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT 2020,5
"(L) KARNATAKA POLICE ACT, 1963",5
"PASSPORT (ENTRY INTO INDIA) ACT,1920",5
"Motor Vehicles (Driving) Regulations, 2017",5
"(w),3(2)(V) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5
"TRANSPLANTATION OF HUMAN ORGAN ACT, 1994",5
"(ii),354(D) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5
(j) IPC 1860,5
The control of National Highways(Land and Traffic Act 2002,5
The Medical Termination of Pregnancy Act 1971,5
"(V),3(1)(w) IPC 1860",5
"(2) THE DISASTER MANAGEMENT ACT, 2005",5
"(r)(s),3(1) (W) (I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5
KARNATAKA MEDICAL REGISTRATION ACT-1965,5
(w) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,5
"(r),3(1)(w),3(2)(v-a) IPC 1860",5
KARNATAKA VALUE ADDED TAX ACT 2003,5
"(x),3(2)(5) IPC 1860",5
"(V),3(2)(v-a),3(1)(w)(i)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5
"(A),11(1) (D),11(1) (E) IPC 1860",5
"(n),363,366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5
"(v-a),3(1)(w)(i)(ii) IPC 1860",5
"(r) (s),3(1)(s),3(1)(r) IPC 1860",5
A Prohibition of Child Marriage Act 2006,5
(12) IPC 1860,5
"(i)(n),366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5
"(n),363 THE PROHIBITION OF CHILD MARRIAGE (KARNATAKA AMENDMENT) ACT, 2016",5
"(n),376(F) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5
"(w)(i)(ii),3(2)(va),3 (2)(v) IPC 1860",5
"(1) (f),13(1)(a),32(1) IPC 1860",5
(D) KARNATAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT 2020,5
Indian Electricity Act 1956,5
(2) Transportation of Animal Act 1978,5
"(II),5(L),6(1) Prohibition of Child Marriage Act 2006",5
KARNATAKA EXPLOSIVE RULE 1983,5
(r) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,5
"(va),3(1)(w)(i)(ii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5
"(r),3(1)(s),3(2)(V),3(2)(v-a),3(1)(w) IPC 1860",5
The Child Care and Protection Act 2004,5
"(r),3(1)(w) IPC 1860",5
"(V) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",5
"A,5 KARNATAKA POLICE ACT, 1963",5
"Motor Spirit and High Speed Diesel (Regulation of Supply, Distribution and Prevention of Malpractices) Order, 1998",5
Seed Rule Act 1968,5
l2(V) IPC 1860,5
"(J),376(N) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5
"(I),376(2)(f) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5
"(n),366,363 THE PROHIBITION OF CHILD MARRIAGE (KARNATAKA AMENDMENT) ACT, 2016",5
"(r),3(1)(s),3(2)(v-a) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014",5
"(r),3(1)(s),3(2)(va),3(1)(w)(i) IPC 1860",5
"(c),3(1)(r),3(1)(s),3(2)(v-a) IPC 1860",5
"(i),354(A)(2) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",5
"(H),11(1) (F),11(1) (E),11(1) (D) INDIAN MOTOR VEHICLES ACT, 1988",5
"(r),3(1)(s),3(1)(w),3(2)(V) IPC 1860",4
"(A),11(1) (D),11(1) (K) KARNATAKA POLICE ACT, 1963",4
"(n),504,506,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4
"(n),506 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",4
"(i)(n),376(1) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4
"(I),376(2)(n),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4
"(i),354(D) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4
"(w)(i)(ii),3(2)(v-a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4
"(i),6 KARNATAKA ESSENTIAL COMMODITIES (PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 2016",4
(A) INFORMATION TECHNOLOGY ACT 2008,4
"(r),3(1)(s),3(2)(v-a),3(1)(w)(i)(ii) IPC 1860",4
"(r),3(1)(s),3(1)(f) IPC 1860",4
(w)(2) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,4
"(b) NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",4
"(n),506,149 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4
(vii) IPC 1860,4
KARNATAKA STAMP ACT 1957,4
"(I),344 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4
"(i)(n),376(3),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4
"(h),376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4
"(2)(v),3(2)(va) IPC 1860",4
"(ii) B ARMS ACT, 1959",4
(n) IPC 1860,4
"The Karnataka Protection of Right to Freedom of Religion Act, 2022",4
"(n),10 IPC 1860",4
"(a) FOREIGNERS ACT, 1946",4
"(x),3(1)(r),3(1)(s) IPC 1860",4
"(r)(s) DOWRY PROHIBITION ACT, 1961",4
"(W) (I),3(2)(5a) IPC 1860",4
IA IPC 1860,4
"(A)(vi),87 INFORMATION TECHNOLOGY ACT 2008",4
"(B),27,27(2) IPC 1860",4
"(II),4 IPC 1860",4
Legal Metrology Act 2009,4
"(r),3(1)(s),3(2)(V),3(1)(w)(i)(ii) IPC 1860",4
"(n),363 SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",4
"(r) DOWRY PROHIBITION ACT, 1961",4
"(ii) (B) ARMS ACT, 1959",4
"(A),11(1) (L) IPC 1860",4
"(c),3(1)(r),3(1)(s) IPC 1860",4
"(g),3(1)(r),3(1)(s),3(2)(v-a) IPC 1860",4
(q) IPC 1860,4
"(V),3(1)(w)(i)(ii) IPC 1860",4
(iii) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,4
(r)(s) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,4
"(A)(vi),80 IPC 1860",4
"(B) NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",4
(n) INFORMATION TECHNOLOGY ACT 2008,4
"THE PREVENTION OF VIOLENCE AGAINST DOCTORS, MEDICAL PROFESSIONALS AND MEDICAL INSTITUTIONS BILL, 2018",4
"(iii),354A(1)(i) INFORMATION TECHNOLOGY ACT 2000",4
(ii)(X) IPC 1860,4
"(n),376(3),34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4
The Arms Rules 1962,4
"(f),376(2)(i)(n),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4
"The Persons with Disabilities (Equal Opportunities, Protection of Rights and Full Participation) Act, 1995",4
(za) IPC 1860,4
"(r),3(1)(g),3(1)(s) IPC 1860",4
(1) (q) Karnataka SC/ST & Other B .C. [ Reservation Of Appointment ACT] -1990,4
"(2)(v),3(1) (r) (s) IPC 1860",4
"(V),3(2)(v-a),3(1)(w) IPC 1860",4
"(n),114,34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4
"(10),21(4) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994",4
"(n),363 CHILD MARRIAGE RESTRAINT ACT",4
(10)(11) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,4
"(II),5(n),6 IPC 1860",4
"(n),366,363 The SC & ST (Prevention of Atrocities) Amendment Act 2015",4
"(n),366,363,114 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4
"(r) (s),3(2)(va),3(1)(s),3(1)(r) IPC 1860",4
"(J),376(2)(I) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4
"(r),3(1)(s),3(1)(w),3(2) IPC 1860",4
(xi) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,4
"(w)(1),3(2)(va) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4
"(n),366,344 Prohibition of Child Marriage Act 2006",4
"(n),376(2)(f),376(3) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4
"(n),366 The SC & ST (Prevention of Atrocities) Amendment Act 2015",4
(2) (b) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,4
"(D),11(1) (A) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964",4
"(w)(i)(ii) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",4
"(r)(s)(2)(va),3(1)(w) IPC 1860",4
"(n),342 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4
"(2) KARNATAKA POLICE ACT, 1963",4
(9) IPC 1860,4
"(II),5(L),6(1) CHILD MARRIAGE RESTRAINT ACT",4
"(r)(s),3(1) (W) (I),3(2)(5a) IPC 1860",4
"(f),376(2)(n),376(3),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4
"(2),115 INDIAN MOTOR VEHICLES ACT, 1988",4
"(va),3(1)(w)(i)(ii) IPC 1860",4
(C) INFORMATION TECHNOLOGY ACT 2008,4
"A,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4
"(i) ESSENTIAL COMMODITIES ACT, 1955",4
"(v-a),3(1)(w) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",4
"(r),3(1)(s),3(1)(w),3(2)(v-a),3(2)(V) IPC 1860",4
(2) The SC & ST (Prevention of Atrocities) Amendment Act 2015,4
"(a)(b)(c),4(1)(A) IPC 1860",4
"(va),3(1)(w),3(1)(r),3(1)(s) IPC 1860",4
"(2)(v),3(1)(s),3(1)(r) IPC 1860",4
"(r) (s),3(2)(va),3(1)(r)(s)(2)(va) IPC 1860",4
"(va),3(1)(r) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",4
"(h),5(1) IPC 1860",4
"(10),3(2)(V) IPC 1860",4
"THE ARMS (AMENDMENT) ACT, 2019",4
"(II),5(L),6,5(n) IPC 1860",4
(1) (2) THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ACT-2020,4
(b) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,4
"(ii) B,8(c) NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",4
"(r),3(1)(s),3(2) IPC 1860",4
"/181,177 INDIAN MOTOR VEHICLES ACT, 1988",4
(1) (2) IPC 1860,4
"(r),3(1)(s),3(2)(v-a),3(1)(c) IPC 1860",4
"(A),6,7 IPC 1860",4
