src,src_type,dst,dst_type,weight,log_weight,src_community,dst_community
Karnataka State Local Act,crime_head,"/181 INDIAN MOTOR VEHICLES ACT, 1988",act,28,3.367,0,0
NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,crime_head,"(ii)(A) NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",act,28,3.367,7,7
"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,(11) IPC 1860,act,28,3.367,1,1
"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,(va) IPC 1860,act,28,3.367,1,1
POCSO,crime_head,"(n),344 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,28,3.367,3,3
ATTEMPT TO MURDER,crime_head,"PREV. OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",act,28,3.367,5,5
INFORMATION TECHNOLOGY ACT 2008,act,"DOWRY PROHIBITION ACT, 1961",act,28,3.367,2,2
"INDIAN MOTOR VEHICLES ACT, 1988",act,(D) IPC 1860,act,28,3.367,0,0
PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,A PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,27,3.332,3,3
"COTPA, Cigarettes and Other Tobacco Products,Act 2003",act,Cigarettes and Other Tobacco Products (Packging and Labelling) amendment Rules - 2014,act,27,3.332,4,4
IPC 1860,act,"(A),11(1) (D) INDIAN MOTOR VEHICLES ACT, 1988",act,27,3.332,2,0
IPC 1860,act,(r) (s) IPC 1860,act,27,3.332,2,1
The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,"(r),3(2)(va) IPC 1860",act,27,3.332,1,1
RAPE,crime_head,Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,act,27,3.332,1,1
ATTEMPT TO MURDER,crime_head,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",act,27,3.332,5,5
SUICIDE,crime_head,KARNATAKA MONEY LENDERS ACT 1961,act,27,3.332,2,2
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(w) IPC 1860,act,27,3.332,1,1
KARNATAKA PROTECTION OF INTEREST DEPOSITORS EXORBITANT ACT 2004,act,"The Prize Chits and Money Circulation Schemes (Banning) Act, 1978",act,27,3.332,2,2
CHEATING,crime_head,"REGISTRATION ACT, 1908",act,27,3.332,2,2
"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",act,(V) IPC 1860,act,27,3.332,1,1
"The Karnataka essential services maintenance act, 2013",act,OFFICIAL SECURITY RELATED ACTS,crime_head,27,3.332,2,2
CONSUMER,crime_head,"PREVENTION OF FOOD ADULTERATION ACT, 1954",act,27,3.332,6,6
"ARMS ACT, 1959",act,"WILD LIFE (PROTECTION) ACT, 1972",act,27,3.332,5,5
"NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",act,"(ii)(A) NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",act,27,3.332,7,7
IPC 1860,act,"The Prohibition of Employment as Manual Scavengers and their Rehabilitation Act, 2013",act,27,3.332,2,0
Karnataka State Local Act,crime_head,(A) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,act,27,3.332,0,0
NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,crime_head,"(ii) B NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",act,27,3.332,7,7
"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,"(r)(s),3(2)(v-a) IPC 1860",act,26,3.296,1,1
"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,(X) IPC 1860,act,26,3.296,1,1
IPC 1860,act,"(n),354(D) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,26,3.296,2,3
IPC 1860,act,"(r),3(1) (s) IPC 1860",act,26,3.296,2,1
IPC 1860,act,"(b) EXPLOSIVE SUBSTANCES ACT, 1908",act,26,3.296,2,8
IPC 1860,act,(i) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,26,3.296,2,3
IPC 1860,act,(va) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,26,3.296,2,3
The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,"(va),3(1) (r) (s) IPC 1860",act,26,3.296,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(s),3(1)(r),3(2)(va) IPC 1860",act,26,3.296,1,1
POCSO,crime_head,(B) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,26,3.296,3,2
"KARNATAKA EXCISE ACT, 1965",act,CHILDREN ACT,crime_head,26,3.296,4,3
KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,act,"MOTOR VEHICLE ACT, 1954",act,26,3.296,0,0
INFORMATION TECHNOLOGY ACT 2000,act,"DOWRY PROHIBITION ACT, 1961",act,26,3.296,2,2
INFORMATION TECHNOLOGY ACT 2000,act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,26,3.296,2,1
KARNATAKA OPEN PLACE DISFIGUREMENT ACT 1951 & 1981,act,"REPRESENTATION OF PEOPLE ACT, 1950,1951,1989",act,26,3.296,4,4
CRIMINAL BREACH OF TRUST,crime_head,"The Prize Chits and Money Circulation Schemes (Banning) Act, 1978",act,26,3.296,2,2
CRIMINAL BREACH OF TRUST,crime_head,The banning of unregulated deposit schemes act 2019,act,26,3.296,2,2
CHEATING,crime_head,TRADE MARKS ACT 1999,act,26,3.296,2,2
THEFT,crime_head,"PREV. OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",act,26,3.296,0,5
"PREVENTION OF DESTRUCTION AND LOSS OF PROPERTY ACT, 1981",act,"PREV. OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",act,26,3.296,5,5
LOTTERY REGULATION ACT 1998,act,KARNATAKA LOTTERY AND PRIZE COMPITATION CONTROL AND TAX ACT 1951,act,26,3.296,0,0
"PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",act,"PREVENTION OF DESTRUCTION AND LOSS OF PROPERTY ACT, 1981",act,26,3.296,5,5
IPC 1860,act,IMMIGRATION ACT,act,26,3.296,2,2
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(va),3(1) (r) (s) IPC 1860",act,26,3.296,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(V),3(2)(v-a) IPC 1860",act,26,3.296,1,1
POCSO,crime_head,"(n),354(D) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,26,3.296,3,3
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(va) The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,26,3.296,1,1
NEGLIGENT ACT,crime_head,LIQUIFIED PETROLEUM GAS SUPPLY & CONTROL ORDER 2000,act,26,3.296,0,6
POCSO,crime_head,(i) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,25,3.258,3,3
IPC 1860,act,"(d),102 IPC 1860",act,25,3.258,2,0
"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,(10) The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,25,3.258,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(r)(s) The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,25,3.258,1,1
Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,act,(5a) IPC 1860,act,25,3.258,1,1
"INDIAN MOTOR VEHICLES ACT, 1988",act,ROBBERY,crime_head,25,3.258,0,5
ARSON,crime_head,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",act,25,3.258,5,5
PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,"(w)(i)(ii),3(2)(va) IPC 1860",act,25,3.258,3,3
CHEATING,crime_head,KARNATAKA REGISTRATION ACT 1908,act,25,3.258,2,2
"ESSENTIAL COMMODITIES ACT, 1955",act,"PETROLEUM ACT, 1934",act,25,3.258,6,6
"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",act,(va) The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,25,3.258,1,1
CASES OF HURT,crime_head,"PREVENTION OF DESTRUCTION AND LOSS OF PROPERTY ACT, 1981",act,25,3.258,5,5
ARMS ACT 1959,crime_head,"WILD LIFE (PROTECTION) ACT, 1972",act,25,3.258,5,5
Disobedience to Order Promulgated by PublicServan,crime_head,"EPIDEMIC DISEASES ACT, 1897",act,25,3.258,4,4
"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986",act,CHILD LABOUR (PROHIBITION & REGULATION) AMENDMENT ACT 2016,act,25,3.258,3,3
IPC 1860,act,"B,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,25,3.258,2,3
IPC 1860,act,"The Karnataka essential services maintenance act, 2013",act,25,3.258,2,2
CRIMINAL TRESPASS,crime_head,"PREV. OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",act,25,3.258,5,5
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r)(s),3(2)(v-a) IPC 1860",act,25,3.258,1,1
POCSO,crime_head,"B,506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,25,3.258,3,3
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(10) The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,25,3.258,1,1
NEGLIGENT ACT,crime_head,"ESSENTIAL COMMODITIES ACT, 1955",act,25,3.258,0,6
INFORMATION TECHNOLOGY ACT 2008,act,CRIMES RELATED TO WOMEN,crime_head,25,3.258,2,2
POCSO,crime_head,"(n),366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,25,3.258,3,3
NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,crime_head,(ii) A IPC 1860,act,24,3.219,7,7
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(11) IPC 1860,act,24,3.219,1,1
"KARNATAKA POLICE ACT, 1963",act,BURGLARY - NIGHT,crime_head,24,3.219,4,2
Karnataka State Local Act,crime_head,KARNATAKA PANCHAYAT ACT - 1993,act,24,3.219,0,0
POCSO,crime_head,(n) CHILD MARRIAGE RESTRAINT ACT,act,24,3.219,3,3
POCSO,crime_head,"(n),376(2)(f) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,24,3.219,3,3
POCSO,crime_head,(II) Prohibition of Child Marriage Act 2006,act,24,3.219,3,3
POCSO,crime_head,"(w)(i)(ii),3(2)(va) IPC 1860",act,24,3.219,3,3
"INDIAN MOTOR VEHICLES ACT, 1988",act,MISCHIEF,crime_head,24,3.219,0,5
"INDIAN MOTOR VEHICLES ACT, 1988",act,MURDER,crime_head,24,3.219,0,1
CASES OF HURT,crime_head,"INDIAN ARMS ACT, 1959",act,24,3.219,5,5
"INDIAN MOTOR VEHICLES ACT, 1988",act,RIOTS,crime_head,24,3.219,0,5
POCSO,crime_head,"(I),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,24,3.219,3,3
KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,act,EXPLOSIVES,crime_head,24,3.219,0,8
CRUELTY BY HUSBAND,crime_head,"Juvenile Justice (Care and Protection of Children) Act, 2015",act,24,3.219,2,3
THEFT,crime_head,INFORMATION TECHNOLOGY ACT 2000,act,23,3.178,0,2
POCSO,crime_head,"(II),6,5(L) IPC 1860",act,23,3.178,3,3
KARNATAKA POLICE ACT 1963,crime_head,KARNATAKA RACE BETTING ACT,act,23,3.178,4,4
IPC 1860,act,OFFICIAL SECURITY RELATED ACTS,crime_head,23,3.178,2,2
ARSON,crime_head,"PREV. OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",act,23,3.178,5,5
IMMORAL TRAFFIC,crime_head,"FOREIGNERS ACT, 1946",act,23,3.178,2,7
THEFT,crime_head,KARNATAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT 2020,act,23,3.178,0,0
INFORMATION TECHNOLOGY ACT 2000,act,CRIMES RELATED TO WOMEN,crime_head,23,3.178,2,2
"INDIAN MOTOR VEHICLES ACT, 1988",act,CRIMINAL INTIMIDATION,crime_head,23,3.178,0,5
MURDER,crime_head,(va) IPC 1860,act,23,3.178,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(1)(s),3(2)(V) IPC 1860",act,23,3.178,1,1
KIDNAPPING AND ABDUCTION,crime_head,"Juvenile Justice (Care and Protection of Children) Act, 2015",act,23,3.178,3,3
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(1)(s) The SC & ST (Prevention of Atrocities) Amendment Act 2015",act,23,3.178,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(1) (s) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,23,3.178,1,1
POCSO,crime_head,"(w)(i)(ii),3 (2)(v) IPC 1860",act,22,3.135,3,3
RAPE,crime_head,(V) IPC 1860,act,22,3.135,1,1
OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),crime_head,"THE EPIDEMIC DISEASES (AMENDMENT) ORDINANCE, 2020",act,22,3.135,5,4
MOTOR VEHICLE ACCIDENTS NON-FATAL,crime_head,"/181 INDIAN MOTOR VEHICLES ACT, 1988",act,22,3.135,0,0
FORGERY,crime_head,KARNATAKA LAND REVENUE ACT 1964,act,22,3.135,2,0
CONSUMER,crime_head,"PETROLEUM ACT, 1934",act,22,3.135,6,6
Karnataka State Local Act,crime_head,"THE KARNATAKA PROHIBITION OF SMOKING AND PROTECTION OF HEALTH OF NON SMOKERS ACT, 2001",act,22,3.135,0,0
POCSO,crime_head,(5) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,21,3.091,3,3
POCSO,crime_head,"(i)(n),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,21,3.091,3,3
KARNATAKA OPEN PLACE DISFIGUREMENT ACT 1951 & 1981,act,COMMUNAL / RELIGION,crime_head,21,3.091,4,2
"Juvenile Justice (Care and Protection of Children) Act, 2015",act,Human Trafficking,crime_head,21,3.091,3,2
CRIMINAL INTIMIDATION,crime_head,KARNATAKA PREVENTION OF DISTRUCTION & LOSS OF PROPERTY ACT 1981,act,21,3.091,5,5
POCSO,crime_head,(w)(i)(ii) IPC 1860,act,21,3.091,3,3
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(va),3(1)(r) IPC 1860",act,21,3.091,1,1
ATTEMPT TO MURDER,crime_head,-1(B) (b) IPC 1860,act,21,3.091,5,5
KIDNAPPING AND ABDUCTION,crime_head,"ARMS ACT, 1959",act,21,3.091,3,5
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"BONDED LABOUR SYSTEM (ABOLITION) ACT, 1976",act,21,3.091,1,2
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,CHILD MARRIAGE RESTRAINT ACT,act,21,3.091,1,3
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(5a) IPC 1860,act,21,3.091,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"The Prohibition of Employment as Manual Scavengers and their Rehabilitation Act, 2013",act,21,3.091,1,0
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(2)(v-a) IPC 1860",act,21,3.091,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(X) IPC 1860,act,21,3.091,1,1
IPC 1860,act,"POST & TELEGRAPH,TELEGRAPH WIRES(UNLAWFUL POSSESSION)ACT 1950",crime_head,21,3.091,2,5
NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,crime_head,"PRISONS ACT, 1894",act,21,3.091,7,2
Karnataka State Local Act,crime_head,"Karnataka Prevention and Eradication of Inhuman Evil Practices and Black Magic Act, 2017",act,21,3.091,0,0
THEFT,crime_head,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",act,21,3.091,0,5
THEFT,crime_head,"EXPLOSIVES ACT, 1884",act,21,3.091,0,8
Karnataka State Local Act,crime_head,The banning of unregulated deposit schemes act 2019,act,21,3.091,0,2
INDIAN TELEGRAPH ACT - 1885,act,"POST & TELEGRAPH,TELEGRAPH WIRES(UNLAWFUL POSSESSION)ACT 1950",crime_head,21,3.091,5,5
KARNATAKA FOREST RULES,act,FOREST,crime_head,21,3.091,0,0
Karnataka State Local Act,crime_head,"Juvenile Justice (Care and Protection of Children) Act, 2015",act,20,3.045,0,3
OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),crime_head,KARNATAKA LAND REVENUE ACT 1964,act,20,3.045,5,0
Karnataka State Local Act,crime_head,"THE BANGALORE WATER SUPPLY AND SEWERAGE ACT, 1964",act,20,3.045,0,0
CASES OF HURT,crime_head,"JUVENILE JUSTICE ACT, 2000",act,20,3.045,5,3
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(va),3(1)(s),3(1)(r) IPC 1860",act,20,3.045,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(s),3(1)(r) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,20,3.045,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(1)(s),3(1)(w),3(2)(v-a) IPC 1860",act,20,3.045,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(1)(s),3(1)(w),3(2)(va) IPC 1860",act,20,3.045,1,1
THEFT,crime_head,"(D) INDIAN MOTOR VEHICLES ACT, 1988",act,20,3.045,0,0
Karnataka State Local Act,crime_head,"THE KARNATAKA REGULATION OF STONE CRUSHERS ACT, 2011",act,20,3.045,0,0
Karnataka State Local Act,crime_head,The Banning of Unregulated Deposit Schemes Ordinance 2019,act,20,3.045,0,2
CRIMINAL BREACH OF TRUST,crime_head,"PRIZE CHITS & MONEY CIRCULATION SCHEMES (BANNING) ACT, 1978",act,20,3.045,2,2
CYBER CRIME,crime_head,"COPYRIGHT ACT, 1957",act,20,3.045,2,2
POCSO,crime_head,"(II),5(L),6 Prohibition of Child Marriage Act 2006",act,20,3.045,3,3
CASES OF HURT,crime_head,"KARNATAKA PROHIBITION OF VIOLENCE AGAINST MEDICARE SERVICE PERSONNEL AND DAMAGE TO PROPERTY IN MEDICARE SERVICE INSTITUTIONS ACT , 2009",act,20,3.045,5,5
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,19,2.996,1,1
Karnataka State Local Act,crime_head,Karanata State Public Records Act-2010,act,19,2.996,0,0
OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),crime_head,"INDIAN ARMS ACT, 1959",act,19,2.996,5,5
Karnataka State Local Act,crime_head,"IRRIGATION ACT, 1963",act,19,2.996,0,0
Disobedience to Order Promulgated by PublicServan,crime_head,"REPRESENTATION OF PEOPLE ACT, 1950,1951,1989",act,19,2.996,4,4
CYBER CRIME,crime_head,Indian Telegraph Act 1985,act,19,2.996,2,2
"INDIAN MOTOR VEHICLES ACT, 1988",act,SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,19,2.996,0,1
POCSO,crime_head,(2) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,19,2.996,3,3
ANIMAL,crime_head,(A) IPC 1860,act,19,2.996,0,0
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(q) Karnataka SC/ST & Other B .C. [ Reservation Of Appointment ACT] -1990,act,19,2.996,1,1
"KARNATAKA EXCISE ACT, 1965",act,Disobedience to Order Promulgated by PublicServan,crime_head,19,2.996,4,4
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(s),3(1) (r) IPC 1860",act,19,2.996,1,1
ADULTERATION,crime_head,FOOD SAFETY AND STANDARDS ACT-2006,act,19,2.996,4,4
CHEATING,crime_head,"PRISONS ACT, 1894",act,19,2.996,2,2
CONSUMER,crime_head,"(A) ESSENTIAL COMMODITIES ACT, 1955",act,19,2.996,6,6
"CODE OF CRIMINAL PROCEDURE, 1973",act,ARMS ACT 1959,crime_head,19,2.996,0,5
OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),crime_head,"EPIDEMIC DISEASES ACT, 1897",act,18,2.944,5,4
"INDIAN ARMS ACT, 1959",act,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,crime_head,18,2.944,5,0
OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),crime_head,KARNATAKA FOREST ACT 1963,act,18,2.944,5,0
Karnataka State Local Act,crime_head,The Karnataka Protection of Interest Depositors in Financial Establishment Act 2004,act,18,2.944,0,2
Karnataka State Local Act,crime_head,"(10),21(1),21(2),21(3),21(4) INDIAN MOTOR VEHICLES ACT, 1988",act,18,2.944,0,0
RIOTS,crime_head,"INDIAN ARMS ACT, 1959",act,18,2.944,5,5
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(1)(s) The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",act,18,2.944,1,1
PUBLIC NUISANCE,crime_head,"ENVIRONMENT (PROTECTION) ACT, 1986",act,18,2.944,4,0
"CODE OF CRIMINAL PROCEDURE, 1973",act,MURDER,crime_head,18,2.944,0,1
CHEATING,crime_head,"THE DISASTER MANAGEMENT ACT, 2005",act,18,2.944,2,4
POCSO,crime_head,"A,376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,18,2.944,3,3
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r) (s) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,18,2.944,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(n) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,18,2.944,1,1
PUBLIC SAFETY,crime_head,"Cigarettes and Other Tobacco Products (Prohibition of Advertisement and Regulation of Trade and Commerce, Production,Supply and Distribution) Rules - 2004",act,18,2.944,4,4
THEFT,crime_head,Karnataka Electricity Act 2003,act,18,2.944,0,0
POCSO,crime_head,(w) IPC 1860,act,18,2.944,3,1
CHEATING,crime_head,IMMIGRATION ACT,act,18,2.944,2,2
POCSO,crime_head,(va) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,18,2.944,3,3
ATTEMPT TO MURDER,crime_head,"Karnataka Prevention of Damage to Public Property Act, 1984",act,18,2.944,5,5
ANIMAL,crime_head,"(A),11(1) (D) INDIAN MOTOR VEHICLES ACT, 1988",act,18,2.944,0,0
"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,SUICIDE,crime_head,18,2.944,1,2
ATTEMPT TO MURDER,crime_head,"Juvenile Justice (Care and Protection of Children) Act, 2015",act,18,2.944,5,3
INFORMATION TECHNOLOGY ACT 2008,act,SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,18,2.944,2,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(1)(s),3(2)(va) The SC & ST (Prevention of Atrocities) Amendment Act 2015",act,18,2.944,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(1)(s) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,18,2.944,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(V) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,18,2.944,1,1
PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,crime_head,INDIAN TELEGRAPH ACT - 1885,act,18,2.944,5,5
Karnataka State Local Act,crime_head,"Maintenance and Welfare of Parents and Senior Citizens Act, 2007",act,18,2.944,0,0
Karnataka State Local Act,crime_head,"THE CENTRAL MOTOR VEHICLES RULES, 1989",act,18,2.944,0,0
KIDNAPPING AND ABDUCTION,crime_head,(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,17,2.89,3,3
Karnataka State Local Act,crime_head,"WILD LIFE (PROTECTION) ACT, 1972",act,17,2.89,0,5
Karnataka State Local Act,crime_head,"(E),11(1) (D) INDIAN MOTOR VEHICLES ACT, 1988",act,17,2.89,0,0
IPC 1860,act,UNLAWFUL ACTIVITIES(Prevention)ACT 1967,crime_head,17,2.89,2,2
Karnataka State Local Act,crime_head,(A) KARNATAKA NEW SAND POLICY 2011,act,17,2.89,0,0
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(1)(s),3(2)(V),3(2)(v-a) IPC 1860",act,17,2.89,1,1
"KARNATAKA POLICE ACT, 1963",act,AFFRAY,crime_head,17,2.89,4,2
Disobedience to Order Promulgated by PublicServan,crime_head,KARNATAKA OPEN PLACE DISFIGUREMENT ACT 1951 & 1981,act,17,2.89,4,4
CYBER CRIME,crime_head,"FOREIGNERS ACT, 1946",act,17,2.89,2,7
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(v-a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,17,2.89,1,1
POCSO,crime_head,"(f),376(2)(i)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,17,2.89,3,3
ATTEMPT TO MURDER,crime_head,The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,17,2.89,5,1
INFORMATION TECHNOLOGY ACT 2000,act,CRIMINAL BREACH OF TRUST,crime_head,17,2.89,2,2
ANIMAL,crime_head,(D) IPC 1860,act,17,2.89,0,0
POCSO,crime_head,"(n),376(3),506 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,17,2.89,3,3
POCSO,crime_head,(5) IPC 1860,act,17,2.89,3,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(x) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,act,17,2.89,1,1
NEGLIGENT ACT,crime_head,"(A),230 (A),177 IPC 1860",act,17,2.89,0,0
THEFT,crime_head,"PREVENTION OF DESTRUCTION AND LOSS OF PROPERTY ACT, 1981",act,17,2.89,0,5
Karnataka State Local Act,crime_head,"(E),11(1) (D),11(1) (A) INDIAN MOTOR VEHICLES ACT, 1988",act,17,2.89,0,0
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(v-a) The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,17,2.89,1,1
MOLESTATION,crime_head,"Juvenile Justice (Care and Protection of Children) Act, 2015",act,17,2.89,2,3
POCSO,crime_head,"(w),3 (2)(v) IPC 1860",act,16,2.833,3,3
NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,crime_head,KARNATAKA PRISONERS ACT - 1963,act,16,2.833,7,0
MOTOR VEHICLE ACCIDENTS FATAL,crime_head,"NEGOTIABLE INSTRUMENTS ACT, 1881",act,16,2.833,0,0
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(va) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,act,16,2.833,1,1
IPC 1860,act,DOCUMENTS & PROPERTY MARKS,crime_head,16,2.833,2,2
