cluster_id,centroid_lat,centroid_lng,n_points,total_count,canonical_name,radius_km,top_category,deployment_note
198,13.81998,75.02975,22,637,Shivamogga,4.63,MOTOR VEHICLE ACCIDENTS NON-FATAL,~637 FIRs concentrated near Shivamogga (radius ~4.63 km). Dominant crime head in Shivamogga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
194,13.76151,77.94991,37,635,Chikkaballapura,4.61,Karnataka State Local Act,~635 FIRs concentrated near Chikkaballapura (radius ~4.61 km). Dominant crime head in Chikkaballapura: Karnataka State Local Act. Prioritise patrol / resource deployment.
318,15.57073,75.80811,27,631,Gadag,4.49,KARNATAKA POLICE ACT 1963,~631 FIRs concentrated near Gadag (radius ~4.49 km). Dominant crime head in Gadag: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
158,13.45986,74.98904,32,628,Udupi,4.41,MOTOR VEHICLE ACCIDENTS NON-FATAL,~628 FIRs concentrated near Udupi (radius ~4.41 km). Dominant crime head in Udupi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
161,13.50987,78.23,8,624,Kolar,3.62,MOTOR VEHICLE ACCIDENTS NON-FATAL,~624 FIRs concentrated near Kolar (radius ~3.62 km). Dominant crime head in Kolar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
300,15.27923,75.51875,29,622,Gadag,4.19,KARNATAKA POLICE ACT 1963,~622 FIRs concentrated near Gadag (radius ~4.19 km). Dominant crime head in Gadag: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
179,13.61069,76.14998,24,620,Chikkamagaluru,4.64,MOTOR VEHICLE ACCIDENTS NON-FATAL,~620 FIRs concentrated near Chikkamagaluru (radius ~4.64 km). Dominant crime head in Chikkamagaluru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
140,13.33092,76.39023,39,620,Tumakuru,4.47,MOTOR VEHICLE ACCIDENTS NON-FATAL,~620 FIRs concentrated near Tumakuru (radius ~4.47 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
111,13.15174,76.87987,52,615,Tumakuru,4.77,MOTOR VEHICLE ACCIDENTS NON-FATAL,~615 FIRs concentrated near Tumakuru (radius ~4.77 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
435,17.32056,76.4601,10,611,Kalaburagi,4.4,MOTOR VEHICLE ACCIDENTS NON-FATAL,~611 FIRs concentrated near Kalaburagi (radius ~4.4 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
440,17.4598,76.37054,12,607,Kalaburagi,3.9,MOTOR VEHICLE ACCIDENTS NON-FATAL,~607 FIRs concentrated near Kalaburagi (radius ~3.9 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
53,12.66012,75.36959,19,605,Dakshina Kannada,4.61,MOTOR VEHICLE ACCIDENTS NON-FATAL,~605 FIRs concentrated near Dakshina Kannada (radius ~4.61 km). Dominant crime head in Dakshina Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
445,17.65846,77.41762,19,604,Bidar,4.25,MOTOR VEHICLE ACCIDENTS NON-FATAL,~604 FIRs concentrated near Bidar (radius ~4.25 km). Dominant crime head in Bidar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
57,12.67015,75.60982,16,602,Dakshina Kannada,4.26,MOTOR VEHICLE ACCIDENTS NON-FATAL,~602 FIRs concentrated near Dakshina Kannada (radius ~4.26 km). Dominant crime head in Dakshina Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
159,13.49977,76.45226,37,601,Tumakuru,4.49,MOTOR VEHICLE ACCIDENTS NON-FATAL,~601 FIRs concentrated near Tumakuru (radius ~4.49 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
205,13.8998,75.22106,14,601,Shivamogga,4.49,MOTOR VEHICLE ACCIDENTS NON-FATAL,~601 FIRs concentrated near Shivamogga (radius ~4.49 km). Dominant crime head in Shivamogga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
145,13.37008,77.30993,53,597,Tumakuru,4.81,MOTOR VEHICLE ACCIDENTS NON-FATAL,~597 FIRs concentrated near Tumakuru (radius ~4.81 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
295,15.22985,76.59012,13,582,Ballari,4.39,KARNATAKA POLICE ACT 1963,~582 FIRs concentrated near Ballari (radius ~4.39 km). Dominant crime head in Ballari: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
450,17.76092,77.5004,26,577,Bidar,4.61,MOTOR VEHICLE ACCIDENTS NON-FATAL,~577 FIRs concentrated near Bidar (radius ~4.61 km). Dominant crime head in Bidar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
142,13.35033,74.86095,45,576,Udupi,4.63,MOTOR VEHICLE ACCIDENTS NON-FATAL,~576 FIRs concentrated near Udupi (radius ~4.63 km). Dominant crime head in Udupi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
466,18.37921,77.32988,23,567,Bidar,4.31,MOTOR VEHICLE ACCIDENTS NON-FATAL,~567 FIRs concentrated near Bidar (radius ~4.31 km). Dominant crime head in Bidar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
232,14.2795,77.17174,29,557,Tumakuru,4.65,MOTOR VEHICLE ACCIDENTS NON-FATAL,~557 FIRs concentrated near Tumakuru (radius ~4.65 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
6,12.02042,75.99264,38,554,Kodagu,4.62,MOTOR VEHICLE ACCIDENTS NON-FATAL,~554 FIRs concentrated near Kodagu (radius ~4.62 km). Dominant crime head in Kodagu: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
128,13.25004,76.70923,46,549,Tumakuru,4.66,MOTOR VEHICLE ACCIDENTS NON-FATAL,~549 FIRs concentrated near Tumakuru (radius ~4.66 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
307,15.42167,74.49071,25,539,Uttara Kannada,4.29,MOTOR VEHICLE ACCIDENTS NON-FATAL,~539 FIRs concentrated near Uttara Kannada (radius ~4.29 km). Dominant crime head in Uttara Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
337,15.78998,76.99028,18,539,Ballari,4.36,KARNATAKA POLICE ACT 1963,~539 FIRs concentrated near Ballari (radius ~4.36 km). Dominant crime head in Ballari: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
188,13.70575,75.81828,34,534,Chikkamagaluru,4.05,MOTOR VEHICLE ACCIDENTS NON-FATAL,~534 FIRs concentrated near Chikkamagaluru (radius ~4.05 km). Dominant crime head in Chikkamagaluru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
144,13.36677,75.65945,31,530,Chikkamagaluru,4.36,MOTOR VEHICLE ACCIDENTS NON-FATAL,~530 FIRs concentrated near Chikkamagaluru (radius ~4.36 km). Dominant crime head in Chikkamagaluru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
126,13.23829,75.36091,47,525,Chikkamagaluru,4.71,MOTOR VEHICLE ACCIDENTS NON-FATAL,~525 FIRs concentrated near Chikkamagaluru (radius ~4.71 km). Dominant crime head in Chikkamagaluru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
268,14.78946,76.07019,13,518,Vijayanagara,3.83,KARNATAKA POLICE ACT 1963,~518 FIRs concentrated near Vijayanagara (radius ~3.83 km). Dominant crime head in Vijayanagara: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
327,15.6788,74.95946,27,515,Belagavi,4.62,MOTOR VEHICLE ACCIDENTS NON-FATAL,~515 FIRs concentrated near Belagavi (radius ~4.62 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
373,16.26048,76.36869,17,502,Yadgir,4.32,CrPC,~502 FIRs concentrated near Yadgir (radius ~4.32 km). Dominant crime head in Yadgir: Crpc. Prioritise patrol / resource deployment.
201,13.85984,74.80994,20,499,Udupi,4.59,MOTOR VEHICLE ACCIDENTS NON-FATAL,~499 FIRs concentrated near Udupi (radius ~4.59 km). Dominant crime head in Udupi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
8,12.0302,77.58978,22,496,Chamarajanagar,3.95,Karnataka State Local Act,~496 FIRs concentrated near Chamarajanagar (radius ~3.95 km). Dominant crime head in Chamarajanagar: Karnataka State Local Act. Prioritise patrol / resource deployment.
224,14.19,74.81016,7,495,Shivamogga,2.27,MOTOR VEHICLE ACCIDENTS NON-FATAL,~495 FIRs concentrated near Shivamogga (radius ~2.27 km). Dominant crime head in Shivamogga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
285,15.11933,75.35925,21,493,Dharwad,4.48,MOTOR VEHICLE ACCIDENTS NON-FATAL,~493 FIRs concentrated near Dharwad (radius ~4.48 km). Dominant crime head in Dharwad: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
465,18.26972,77.5499,17,492,Bidar,4.54,MOTOR VEHICLE ACCIDENTS NON-FATAL,~492 FIRs concentrated near Bidar (radius ~4.54 km). Dominant crime head in Bidar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
148,13.3993,75.37132,30,486,Chikkamagaluru,4.63,MOTOR VEHICLE ACCIDENTS NON-FATAL,~486 FIRs concentrated near Chikkamagaluru (radius ~4.63 km). Dominant crime head in Chikkamagaluru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
210,13.99923,75.26314,25,481,Shivamogga,3.56,MOTOR VEHICLE ACCIDENTS NON-FATAL,~481 FIRs concentrated near Shivamogga (radius ~3.56 km). Dominant crime head in Shivamogga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
182,13.63875,74.76426,29,439,Udupi,3.51,MOTOR VEHICLE ACCIDENTS NON-FATAL,~439 FIRs concentrated near Udupi (radius ~3.51 km). Dominant crime head in Udupi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
275,14.90426,74.33843,15,413,Uttara Kannada,3.11,MOTOR VEHICLE ACCIDENTS NON-FATAL,~413 FIRs concentrated near Uttara Kannada (radius ~3.11 km). Dominant crime head in Uttara Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
167,13.52005,75.30122,17,409,Chikkamagaluru,4.03,MOTOR VEHICLE ACCIDENTS NON-FATAL,~409 FIRs concentrated near Chikkamagaluru (radius ~4.03 km). Dominant crime head in Chikkamagaluru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
85,12.93205,74.94964,14,83,Dakshina Kannada,2.3,MOTOR VEHICLE ACCIDENTS NON-FATAL,~83 FIRs concentrated near Dakshina Kannada (radius ~2.3 km). Dominant crime head in Dakshina Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
118,13.17458,75.4875,12,48,Chikkamagaluru,1.99,MOTOR VEHICLE ACCIDENTS NON-FATAL,~48 FIRs concentrated near Chikkamagaluru (radius ~1.99 km). Dominant crime head in Chikkamagaluru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
