src_type,src,dst_type,dst,weight
act,CHILD MARRIAGE RESTRAINT ACT,act,IPC 1860,1198
crime_head,SUICIDE,district,Bengaluru City,1195
crime_head,THEFT,act,KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,1193
crime_head,CASES OF HURT,district,Bagalkote,1189
crime_head,MOTOR VEHICLE ACCIDENTS FATAL,district,Yadgir,1179
crime_head,CONSUMER,act,IPC 1860,1178
crime_head,DOWRY DEATHS,act,"DOWRY PROHIBITION ACT, 1961",1177
crime_head,MISSING PERSON,district,Dakshina Kannada,1171
crime_head,MOTOR VEHICLE ACCIDENTS FATAL,district,Gadag,1164
crime_head,CYBER CRIME,district,Mysuru City,1158
crime_head,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,act,IPC 1860,1149
crime_head,THEFT,district,Kodagu,1148
crime_head,IMMORAL TRAFFIC,act,IPC 1860,1143
act,"COTPA, Cigarettes and Other Tobacco Products,Act 2003",act,IPC 1860,1142
crime_head,MOTOR VEHICLE ACCIDENTS FATAL,district,Chamarajanagar,1141
crime_head,CASES OF HURT,district,Koppal,1141
crime_head,BURGLARY - NIGHT,district,Hassan,1139
act,IPC 1860,act,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",1138
crime_head,THEFT,district,Uttara Kannada,1138
crime_head,DEATHS DUE TO RASHNESS/NEGLIGENCE,district,Bengaluru City,1136
act,IPC 1860,act,"THE CENTRAL MOTOR VEHICLES RULES, 1989",1133
act,"INDIAN MOTOR VEHICLES ACT, 1988",act,"THE CENTRAL MOTOR VEHICLES RULES, 1989",1132
crime_head,MOLESTATION,district,Uttara Kannada,1131
act,IPC 1860,act,KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,1127
crime_head,MISSING PERSON,district,Bidar,1120
crime_head,MOTOR VEHICLE ACCIDENTS FATAL,district,Mysuru City,1116
crime_head,MOLESTATION,district,Bengaluru Rural,1115
crime_head,RIOTS,district,Bidar,1110
crime_head,CHEATING,district,Mangaluru City,1109
act,"ESSENTIAL COMMODITIES ACT, 1955",act,IPC 1860,1106
crime_head,MOTOR VEHICLE ACCIDENTS FATAL,district,Belagavi City,1106
crime_head,MOTOR VEHICLE ACCIDENTS FATAL,district,Dakshina Kannada,1106
crime_head,Karnataka State Local Act,district,Dakshina Kannada,1105
crime_head,ARMS ACT 1959,act,"ARMS ACT, 1959",1101
crime_head,CRIMINAL INTIMIDATION,district,Mysuru,1099
crime_head,IMMORAL TRAFFIC,district,Bengaluru City,1084
crime_head,MISSING PERSON,district,Gadag,1082
act,"INDIAN MOTOR VEHICLES ACT, 1988",act,"PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",1080
crime_head,MOLESTATION,district,Chamarajanagar,1078
crime_head,POCSO,act,CHILD MARRIAGE RESTRAINT ACT,1077
crime_head,KARNATAKA POLICE ACT 1963,district,Mangaluru City,1067
crime_head,RIOTS,district,Hassan,1060
crime_head,THEFT,district,Udupi,1055
crime_head,COPY RIGHT ACT 1957,district,Bengaluru City,1048
act,IPC 1860,act,KARNATAKA FOREST ACT 1963,1037
crime_head,MISSING PERSON,district,Kalaburagi,1037
crime_head,CHEATING,district,Ramanagara,1037
crime_head,MISCHIEF,district,Bengaluru City,1033
crime_head,CRIMINAL TRESPASS,district,Bengaluru Rural,1031
crime_head,RIOTS,district,Vijayanagara,1031
crime_head,POCSO,district,Shivamogga,1028
crime_head,BURGLARY - NIGHT,district,Davanagere,1018
crime_head,MOLESTATION,district,Vijayapura,1016
crime_head,MISSING PERSON,district,K.G.F,1015
crime_head,MOLESTATION,district,Kalaburagi,1004
crime_head,ATTEMPT TO MURDER,district,Belagavi,1000
crime_head,MOLESTATION,district,Yadgir,995
crime_head,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,district,Shivamogga,992
crime_head,BURGLARY - NIGHT,district,Ramanagara,991
crime_head,CHEATING,district,Hassan,984
crime_head,CHEATING,district,Belagavi,980
crime_head,BURGLARY - NIGHT,district,Bidar,978
act,CHILD MARRIAGE RESTRAINT ACT,act,PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,976
crime_head,RAPE,district,Bengaluru City,969
crime_head,ATTEMPT TO MURDER,district,Hassan,959
act,IPC 1860,act,KARNATAKA LAND REVENUE ACT 1964,957
crime_head,ATTEMPT TO MURDER,district,Shivamogga,954
crime_head,MISSING PERSON,district,Dharwad,950
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,act,"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",949
act,IPC 1860,act,"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",943
crime_head,Karnataka State Local Act,district,Kodagu,942
crime_head,RIOTS,district,Uttara Kannada,922
crime_head,Karnataka State Local Act,act,KARNATAKA LAND REVENUE ACT 1964,921
crime_head,INSULTING MODESTY OF WOMEN (EVE TEASING),act,IPC 1860,917
crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,district,K.G.F,909
crime_head,POCSO,district,Chikkaballapura,907
crime_head,CRUELTY BY HUSBAND,district,Belagavi,905
crime_head,PUBLIC SAFETY,act,"INDIAN MOTOR VEHICLES ACT, 1988",903
crime_head,Karnataka State Local Act,district,Haveri,900
act,IPC 1860,act,KARNATAKA PREVENTION OF DISTRUCTION & LOSS OF PROPERTY ACT 1981,898
crime_head,CRUELTY BY HUSBAND,district,Shivamogga,897
crime_head,RIOTS,district,Tumakuru,896
crime_head,CrPC,district,Karnataka Railways,891
crime_head,THEFT,district,Dakshina Kannada,888
crime_head,ANIMAL,act,IPC 1860,886
crime_head,CRIMINAL INTIMIDATION,district,Dakshina Kannada,877
crime_head,RIOTS,district,Yadgir,876
crime_head,CHEATING,district,Udupi,873
act,IPC 1860,act,"PREVENTION OF DESTRUCTION AND LOSS OF PROPERTY ACT, 1981",870
crime_head,CHEATING,district,Davanagere,866
crime_head,MOTOR VEHICLE ACCIDENTS FATAL,district,Kalaburagi City,864
crime_head,CRUELTY BY HUSBAND,district,Raichur,856
crime_head,THEFT,district,Chamarajanagar,854
crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,act,"THE CENTRAL MOTOR VEHICLES RULES, 1989",847
act,"INDIAN MOTOR VEHICLES ACT, 1988",act,KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,847
act,IPC 1860,act,"REPRESENTATION OF PEOPLE ACT, 1950,1951,1989",845
crime_head,BURGLARY - NIGHT,district,Belagavi City,845
crime_head,CYBER CRIME,district,Tumakuru,841
crime_head,RIOTS,district,Koppal,839
crime_head,KIDNAPPING AND ABDUCTION,district,Mandya,839
crime_head,BURGLARY - NIGHT,district,Hubballi-Dharwad City,836
crime_head,EXPOSURE AND ABANDONMENT OF CHILD,act,IPC 1860,835
act,IPC 1860,act,"PREV. OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",833
crime_head,RIOTS,district,Bagalkote,831
crime_head,CHEATING,district,Hubballi-Dharwad City,829
crime_head,POCSO,district,Hassan,822
crime_head,CASES OF HURT,district,Dharwad,821
act,"INDIAN ARMS ACT, 1959",act,IPC 1860,816
act,"CODE OF CRIMINAL PROCEDURE, 1973",act,"KARNATAKA POLICE ACT, 1963",815
crime_head,CHEATING,district,Belagavi City,815
crime_head,KIDNAPPING AND ABDUCTION,district,Tumakuru,812
crime_head,CHEATING,district,Mandya,810
crime_head,BURGLARY - NIGHT,district,Chitradurga,802
crime_head,CRUELTY BY HUSBAND,district,Vijayapura,795
crime_head,BURGLARY - NIGHT,district,Vijayapura,794
crime_head,CYBER CRIME,district,Ramanagara,790
crime_head,BURGLARY - NIGHT,district,Haveri,783
crime_head,CASES OF HURT,district,Gadag,781
crime_head,PUBLIC SAFETY,act,"KARNATAKA POLICE ACT, 1963",779
crime_head,CRIMES RELATED TO WOMEN,district,Mysuru City,776
crime_head,CRIMINAL INTIMIDATION,district,Hassan,774
crime_head,REPRESENTATION OF PEOPLE ACT 1951 & 1988,act,IPC 1860,771
crime_head,REPRESENTATION OF PEOPLE ACT 1951 & 1988,act,"REPRESENTATION OF PEOPLE ACT, 1950,1951,1989",764
crime_head,MOTOR VEHICLE ACCIDENTS FATAL,district,Hubballi-Dharwad City,764
crime_head,MISSING PERSON,district,Kalaburagi City,762
crime_head,THEFT,act,"KARNATAKA POLICE ACT, 1963",757
act,IPC 1860,act,KARNATAKA OPEN PLACE DISFIGUREMENT ACT 1951 & 1981,756
crime_head,ATTEMPT TO MURDER,district,Mandya,754
crime_head,KIDNAPPING AND ABDUCTION,district,Shivamogga,754
crime_head,CYBER CRIME,district,Mangaluru City,752
crime_head,POCSO,district,Belagavi,745
crime_head,RIOTS,district,Ramanagara,742
crime_head,FORGERY,district,Bengaluru City,741
crime_head,THEFT,district,Dharwad,741
crime_head,Karnataka State Local Act,district,Kolar,740
crime_head,ROBBERY,district,Bengaluru Rural,737
crime_head,CHEATING,district,Raichur,737
crime_head,CRUELTY BY HUSBAND,district,Bidar,734
crime_head,Karnataka State Local Act,district,Mangaluru City,731
crime_head,CRUELTY BY HUSBAND,district,Bengaluru Rural,728
crime_head,Karnataka State Local Act,act,THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ACT-2020,727
crime_head,BURGLARY - NIGHT,district,Mysuru City,725
crime_head,KARNATAKA POLICE ACT 1963,district,Kolar,723
crime_head,ATTEMPT TO MURDER,district,Vijayapura,722
crime_head,POCSO,district,Mandya,720
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,district,Hassan,719
crime_head,RIOTS,district,Chikkamagaluru,718
crime_head,POCSO,district,Tumakuru,718
crime_head,POCSO,district,Mysuru,717
crime_head,RIOTS,district,Gadag,712
crime_head,Karnataka State Local Act,district,Hubballi-Dharwad City,712
crime_head,KIDNAPPING AND ABDUCTION,district,Ramanagara,711
crime_head,CHEATING,district,Mysuru,708
crime_head,Karnataka State Local Act,act,KARNATAKA FOREST ACT 1963,707
crime_head,CRUELTY BY HUSBAND,district,Kalaburagi,700
crime_head,Karnataka State Local Act,district,Belagavi City,695
crime_head,PUBLIC SAFETY,district,Mangaluru City,694
crime_head,RIOTS,district,Belagavi City,690
crime_head,MOLESTATION,district,Haveri,689
crime_head,ATTEMPT TO MURDER,district,Bengaluru Rural,681
crime_head,KIDNAPPING AND ABDUCTION,district,Davanagere,680
crime_head,KIDNAPPING AND ABDUCTION,district,Hassan,680
crime_head,BURGLARY - NIGHT,district,Uttara Kannada,677
crime_head,CHEATING,district,Chikkaballapura,676
crime_head,MOLESTATION,district,Koppal,676
crime_head,PUBLIC SAFETY,district,Vijayapura,676
act,IPC 1860,act,"Juvenile Justice (Care and Protection of Children) Act, 2015",673
crime_head,RIOTS,district,Ballari,673
crime_head,MOLESTATION,district,Udupi,672
crime_head,CRIMINAL INTIMIDATION,district,Bengaluru Rural,671
crime_head,CHEATING,district,Ballari,670
crime_head,RIOTS,district,Mandya,670
crime_head,BURGLARY - NIGHT,district,Kalaburagi City,668
crime_head,CHILDREN ACT,act,IPC 1860,667
crime_head,KIDNAPPING AND ABDUCTION,district,Chitradurga,663
crime_head,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,act,IPC 1860,660
crime_head,CRIMINAL INTIMIDATION,district,Belagavi,657
crime_head,CRIMINAL INTIMIDATION,district,Tumakuru,657
crime_head,CRIMINAL TRESPASS,district,Shivamogga,653
crime_head,CRIMINAL TRESPASS,district,Tumakuru,653
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,district,Bengaluru Rural,650
crime_head,KIDNAPPING AND ABDUCTION,district,Mysuru City,649
crime_head,MOLESTATION,district,Vijayanagara,648
crime_head,RIOTS,district,Chamarajanagar,646
crime_head,MOLESTATION,district,Mysuru City,645
crime_head,CRIMES RELATED TO WOMEN,district,Tumakuru,638
crime_head,CHEATING,district,Vijayapura,638
crime_head,PUBLIC SAFETY,district,Hassan,635
crime_head,BURGLARY - NIGHT,district,Raichur,635
crime_head,BURGLARY - NIGHT,district,Chikkaballapura,633
crime_head,CRIMINAL INTIMIDATION,district,Mangaluru City,633
crime_head,POCSO,district,Chikkamagaluru,632
crime_head,MOTOR VEHICLE ACCIDENTS FATAL,district,Kodagu,623
crime_head,BURGLARY - NIGHT,district,Udupi,623
crime_head,BURGLARY - NIGHT,district,Ballari,620
crime_head,BURGLARY - NIGHT,district,Chikkamagaluru,618
crime_head,POCSO,district,Bengaluru Rural,615
crime_head,MOLESTATION,district,Chikkaballapura,614
act,"NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",act,"NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",613
crime_head,NEGLIGENT ACT,district,Raichur,612
crime_head,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,district,Bengaluru Rural,611
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,district,Chikkamagaluru,611
crime_head,BURGLARY - NIGHT,district,Kalaburagi,611
crime_head,Karnataka State Local Act,district,Mysuru City,611
crime_head,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,district,Chikkamagaluru,610
crime_head,MOLESTATION,district,Kolar,610
crime_head,BURGLARY - NIGHT,district,Mangaluru City,610
crime_head,ROBBERY,district,Mysuru City,607
crime_head,KIDNAPPING AND ABDUCTION,district,Belagavi,606
crime_head,CYBER CRIME,district,Shivamogga,605
crime_head,CHILDREN ACT,act,Prohibition of Child Marriage Act 2006,604
crime_head,CRUELTY BY HUSBAND,district,Mandya,603
crime_head,NEGLIGENT ACT,district,Tumakuru,603
crime_head,ATTEMPT TO MURDER,district,Tumakuru,602
crime_head,Karnataka State Local Act,act,"KARNATAKA PROHIBITION OF CHARGING EXORBITANT INTEREST ACT, 2004",601
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,district,Tumakuru,600
crime_head,Karnataka State Local Act,district,Udupi,599
crime_head,AFFRAY,district,Bengaluru City,598
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,act,"(r),3(1)(s) IPC 1860",597
crime_head,CHEATING,district,Chitradurga,597
crime_head,CRIMINAL TRESPASS,district,Mandya,596
crime_head,MOLESTATION,district,Mangaluru City,596
crime_head,ARMS ACT 1959,district,Bengaluru City,595
crime_head,CRIMES RELATED TO WOMEN,district,Hassan,595
crime_head,KARNATAKA POLICE ACT 1963,district,Mysuru City,594
crime_head,CHEATING,district,Chikkamagaluru,592
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,district,Raichur,590
crime_head,CHEATING,district,Bagalkote,588
crime_head,MOLESTATION,district,Bidar,586
crime_head,ROBBERY,district,Tumakuru,584
crime_head,MURDER,district,Belagavi,583
crime_head,CRIMINAL TRESPASS,district,Ramanagara,583
crime_head,EXPLOSIVES,act,IPC 1860,581
crime_head,ARMS ACT 1959,act,"INDIAN ARMS ACT, 1959",578
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,district,Belagavi,577
crime_head,Karnataka State Local Act,district,Kalaburagi City,577
crime_head,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",act,"Cigarettes and Other Tobacco Products (Prohibition of Advertisement and Regulation of Trade and Commerce, Production,Supply and Distribution) Rules - 2004",573
act,IPC 1860,act,"KARNATAKA PROHIBITION OF CHARGING EXORBITANT INTEREST ACT, 2004",572
crime_head,CRUELTY BY HUSBAND,district,Mysuru,571
crime_head,WRONGFUL RESTRAINT/CONFINEMENT,district,Mandya,569
crime_head,CONSUMER,act,KARNATAKA ESSENTIAL COMMODITIES (PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 2016,568
crime_head,BURGLARY - NIGHT,district,Bagalkote,566
crime_head,KIDNAPPING AND ABDUCTION,district,Mysuru,566
crime_head,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,act,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",563
crime_head,Karnataka State Local Act,district,K.G.F,563
crime_head,ARSON,district,Bengaluru City,562
crime_head,CHEATING,district,Kolar,562
crime_head,POCSO,act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",560
crime_head,CrPC,act,IPC 1860,558
crime_head,MOLESTATION,district,Ballari,558
crime_head,RIOTS,district,Dakshina Kannada,558
crime_head,POCSO,district,Davanagere,553
crime_head,CRIMINAL INTIMIDATION,district,Mandya,551
crime_head,CHEATING,district,Vijayanagara,551
act,IPC 1860,act,"THE EPIDEMIC DISEASES (AMENDMENT) ORDINANCE, 2020",547
crime_head,CYBER CRIME,district,Chikkaballapura,546
crime_head,RIOTS,district,Kalaburagi City,545
crime_head,MURDER,district,Vijayapura,545
crime_head,CRIMES RELATED TO WOMEN,district,Davanagere,539
crime_head,CRIMINAL INTIMIDATION,district,Ramanagara,538
act,"COPYRIGHT ACT, 1957",act,IPC 1860,537
crime_head,Concealment of birth by secret disposal of Child,act,IPC 1860,534
crime_head,OFFENCES PROMOTING ENEMITY,act,IPC 1860,534
crime_head,POCSO,district,Ramanagara,534
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,district,Shivamogga,534
crime_head,MISSING PERSON,district,Yadgir,534
crime_head,Karnataka State Local Act,act,THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ORDINANCE-2020,531
crime_head,CRIMINAL INTIMIDATION,district,Udupi,531
crime_head,POCSO,district,Haveri,530
crime_head,ATTEMPT TO MURDER,district,Haveri,529
crime_head,EXPLOSIVES,act,"EXPLOSIVE ACT, 1884",528
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,district,Mandya,528
crime_head,CRUELTY BY HUSBAND,district,Hassan,526
crime_head,REPRESENTATION OF PEOPLE ACT 1951 & 1988,act,"REPRESENTATION OF PEOPLE ACT, 1951 & 1988",525
act,PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",521
crime_head,CRUELTY BY HUSBAND,district,Belagavi City,521
crime_head,CRUELTY BY HUSBAND,district,Hubballi-Dharwad City,519
crime_head,BURGLARY - DAY,district,Bengaluru Rural,518
crime_head,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,district,Bengaluru City,517
crime_head,PUBLIC SAFETY,district,Mandya,514
crime_head,PUBLIC NUISANCE,act,IPC 1860,513
crime_head,THEFT,district,K.G.F,513
crime_head,CRIMES RELATED TO WOMEN,district,Raichur,513
crime_head,KIDNAPPING AND ABDUCTION,district,Vijayapura,511
crime_head,ATTEMPT TO MURDER,district,Mysuru,509
crime_head,PUBLIC SAFETY,district,Udupi,509
crime_head,BURGLARY - NIGHT,district,Dakshina Kannada,507
crime_head,ATTEMPT TO MURDER,district,Kalaburagi,507
crime_head,MURDER,district,Bengaluru Rural,503
crime_head,PUBLIC SAFETY,district,Kalaburagi City,502
act,IPC 1860,act,"MOTOR VEHICLE ACT, 1954",501
crime_head,KIDNAPPING AND ABDUCTION,district,Chikkamagaluru,501
crime_head,Disobedience to Order Promulgated by PublicServan,act,"THE DISASTER MANAGEMENT ACT, 2005",494
crime_head,POCSO,district,Chitradurga,494
crime_head,CRIMINAL INTIMIDATION,district,Chikkamagaluru,487
act,(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,486
crime_head,RIOTS,district,Hubballi-Dharwad City,484
crime_head,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),district,Shivamogga,483
crime_head,CHILDREN ACT,act,"Juvenile Justice (Care and Protection of Children) Act, 2015",482
crime_head,CRIMINAL TRESPASS,district,Mysuru,480
crime_head,ANIMAL,act,KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,478
crime_head,ATTEMPT TO MURDER,district,Bagalkote,475
crime_head,MURDER,district,Tumakuru,475
crime_head,CHEATING,district,Uttara Kannada,475
crime_head,PUBLIC SAFETY,district,Ballari,474
crime_head,ATTEMPT TO MURDER,district,Chikkamagaluru,474
crime_head,CHEATING,district,Haveri,474
crime_head,BURGLARY - NIGHT,district,Kodagu,473
crime_head,CRUELTY BY HUSBAND,district,Koppal,473
crime_head,ROBBERY,district,Shivamogga,473
crime_head,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),district,Mandya,472
crime_head,ARMS ACT 1959,act,IPC 1860,469
crime_head,CRUELTY BY HUSBAND,district,Chitradurga,468
crime_head,RIOTS,district,Dharwad,468
crime_head,POCSO,district,Dakshina Kannada,466
crime_head,BURGLARY - NIGHT,district,Kolar,465
crime_head,BURGLARY - NIGHT,district,Koppal,464
crime_head,BURGLARY - NIGHT,district,Vijayanagara,464
act,"ESSENTIAL COMMODITIES ACT, 1955",act,KARNATAKA ESSENTIAL COMMODITIES (PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 2016,463
crime_head,ATTEMPT TO MURDER,district,Bidar,461
crime_head,NEGLIGENT ACT,district,Bengaluru Rural,458
crime_head,CRIMINAL TRESPASS,district,Bidar,458
crime_head,ATTEMPT TO MURDER,district,Raichur,458
act,IPC 1860,act,"REPRESENTATION OF PEOPLE ACT, 1951 & 1988",457
crime_head,ATTEMPT TO MURDER,district,Davanagere,456
crime_head,ANIMAL,act,"INDIAN MOTOR VEHICLES ACT, 1988",455
crime_head,POCSO,district,Kolar,453
crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,district,Vijayapura,453
crime_head,ATTEMPT TO MURDER,district,Belagavi City,451
crime_head,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",district,Bagalkote,450
crime_head,POCSO,district,Kodagu,449
act,KARNATAKA LAND REVENUE ACT 1964,act,MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957,448
crime_head,Karnataka State Local Act,act,KARNATAKA MONEY LENDERS ACT 1961,447
crime_head,CHEATING,district,Koppal,445
crime_head,ATTEMPT TO MURDER,district,Mangaluru City,444
crime_head,ATTEMPT TO MURDER,district,Ramanagara,444
act,KARNATAKA MONEY LENDERS ACT 1961,act,"KARNATAKA PROHIBITION OF CHARGING EXORBITANT INTEREST ACT, 2004",443
act,IPC 1860,act,KARNATAKA MONEY LENDERS ACT 1961,439
crime_head,CRUELTY BY HUSBAND,district,Chikkamagaluru,439
crime_head,POCSO,district,Vijayapura,439
crime_head,COPY RIGHT ACT 1957,act,IPC 1860,437
crime_head,CYBER CRIME,district,Davanagere,437
act,IPC 1860,act,KARNATAKA NEW SAND POLICY 2011,436
crime_head,MOLESTATION,district,Gadag,434
crime_head,POCSO,district,Kalaburagi,433
crime_head,CHEATING,district,Kalaburagi City,433
crime_head,KIDNAPPING AND ABDUCTION,district,Ballari,432
crime_head,KIDNAPPING AND ABDUCTION,district,Kolar,432
crime_head,ROBBERY,district,Hubballi-Dharwad City,428
crime_head,ROBBERY,district,Mandya,428
crime_head,PUBLIC SAFETY,district,Koppal,424
crime_head,ROBBERY,district,Ramanagara,422
crime_head,ATTEMPT TO MURDER,district,Mysuru City,421
crime_head,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),district,Tumakuru,421
act,(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,Prohibition of Child Marriage Act 2006,420
